Item Branch 2nd Item Number,Item Branch Category Code 6,Item Branch G/L Category,Item-Branch Key,Item Branch Reorder Quantity,Short Name
39301,1010,AXLE,CR-10889,0,10889
39301,1010,AXLE,CR-10889,0,10889
39967,1015,SRCW,CR-10022,0,10022
39967,1015,SRCW,CR-10022,0,10022
61756,1010,AXLE,CR-10367,0,10367
61756,1010,AXLE,CR-10367,0,10367
63842,1050,AFAB,CR-10715,0,10715
63842,1050,AFAB,CR-10715,0,10715
782136,1025,TFAB,CR-10996,0,10996
782136,1025,TFAB,CR-10996,0,10996
64639,1015,SRCW,CR-10038,0,10038
64639,1015,SRCW,CR-10038,0,10038
36986,1080,NISS,PC-10491,0,10491
36986,1080,NISS,PC-10491,0,10491
7536,1015,SRCW,CR-10094,0,10094
7536,1015,SRCW,CR-10094,0,10094
15789,1015,SRCW,CR-10307,0,10307
15789,1015,SRCW,CR-10307,0,10307
21009,1015,SRCW,CR-10388,0,10388
21009,1015,SRCW,CR-10388,0,10388
29135,1025,TFAB,CR-10866,0,10866
29135,1025,TFAB,CR-10866,0,10866
31673,1015,SRCW,CR-10083,0,10083
31673,1015,SRCW,CR-10083,0,10083
34339,1015,SRCW,CR-10255,0,10255
34339,1015,SRCW,CR-10255,0,10255
37118,1010,AXLE,CR-10511,0,10511
37118,1010,AXLE,CR-10511,0,10511
39302,1010,AXLE,CR-10890,0,10890
39302,1010,AXLE,CR-10890,0,10890
39968,1015,SRCW,CR-10023,0,10023
39968,1015,SRCW,CR-10023,0,10023
60988,1015,SRCW,CR-10236,0,10236
60988,1015,SRCW,CR-10236,0,10236
61757,1010,AXLE,CR-10368,0,10368
61757,1010,AXLE,CR-10368,0,10368
64640,1015,SRCW,CR-10039,0,10039
64640,1015,SRCW,CR-10039,0,10039
13821,1015,SRCW,CR-10233,0,10233
13821,1015,SRCW,CR-10233,0,10233
21010,1015,SRCW,CR-10389,0,10389
21010,1015,SRCW,CR-10389,0,10389
28377,1015,SRCW,CR-10794,0,10794
28377,1015,SRCW,CR-10794,0,10794
29136,1025,TFAB,CR-10867,0,10867
29136,1025,TFAB,CR-10867,0,10867
31674,1015,SRCW,CR-10084,0,10084
31674,1015,SRCW,CR-10084,0,10084
33221,1015,SRCW,CR-10209,0,10209
33221,1015,SRCW,CR-10209,0,10209
35396,1025,TFAB,CR-10400,0,10400
35396,1025,TFAB,CR-10400,0,10400
39969,1015,SRCW,CR-10024,0,10024
39969,1015,SRCW,CR-10024,0,10024
61758,1010,AXLE,CR-10369,0,10369
61758,1010,AXLE,CR-10369,0,10369
63426,1015,SRCW,CR-10653,0,10653
63426,1015,SRCW,CR-10653,0,10653
63850,1050,AFAB,CR-10716,0,10716
63850,1050,AFAB,CR-10716,0,10716
7548,1015,SRCW,CR-10095,0,10095
7548,1015,SRCW,CR-10095,0,10095
11363,1025,TFAB,CR-10185,0,10185
11363,1025,TFAB,CR-10185,0,10185
21012,1015,SRCW,CR-10390,0,10390
21012,1015,SRCW,CR-10390,0,10390
30210,1035,ACCE,CR-10981,0,10981
30210,1035,ACCE,CR-10981,0,10981
30754,1035,ACCE,CR-10034,0,10034
30754,1035,ACCE,CR-10034,0,10034
31675,1015,SRCW,CR-10085,0,10085
31675,1015,SRCW,CR-10085,0,10085
34342,1015,SRCW,CR-10256,0,10256
34342,1015,SRCW,CR-10256,0,10256
35397,1025,TFAB,CR-10401,0,10401
35397,1025,TFAB,CR-10401,0,10401
37588,1010,AXLE,CR-10586,0,10586
37588,1010,AXLE,CR-10586,0,10586
38868,1025,TFAB,CR-10830,0,10830
38868,1025,TFAB,CR-10830,0,10830
39970,1015,SRCW,CR-10025,0,10025
39970,1015,SRCW,CR-10025,0,10025
61376,1015,SRCW,CR-10282,0,10282
61376,1015,SRCW,CR-10282,0,10282
61759,1010,AXLE,CR-10370,0,10370
61759,1010,AXLE,CR-10370,0,10370
63851,1050,AFAB,CR-10717,0,10717
63851,1050,AFAB,CR-10717,0,10717
64684,1025,TFAB,CR-10997,0,10997
64684,1025,TFAB,CR-10997,0,10997
13826,1015,SRCW,CR-10234,0,10234
13826,1015,SRCW,CR-10234,0,10234
15803,1015,SRCW,CR-10308,0,10308
15803,1015,SRCW,CR-10308,0,10308
21027,1025,TFAB,CR-10391,0,10391
21027,1025,TFAB,CR-10391,0,10391
26174,1025,TFAB,CR-10635,0,10635
26174,1025,TFAB,CR-10635,0,10635
30211,1035,ACCE,CR-10982,0,10982
30211,1035,ACCE,CR-10982,0,10982
31676,1015,SRCW,CR-10086,0,10086
31676,1015,SRCW,CR-10086,0,10086
33223,1015,SRCW,CR-10210,0,10210
33223,1015,SRCW,CR-10210,0,10210
37589,1010,AXLE,CR-10587,0,10587
37589,1010,AXLE,CR-10587,0,10587
61760,1010,AXLE,CR-10371,0,10371
61760,1010,AXLE,CR-10371,0,10371
62787,1050,AFAB,CR-10542,0,10542
62787,1050,AFAB,CR-10542,0,10542
63094,1025,TFAB,CR-10602,0,10602
63094,1025,TFAB,CR-10602,0,10602
65270,1045,SMWN,CR-10865,0,10865
65270,1045,SMWN,CR-10865,0,10865
710123,1025,TFAB,CR-10012,10000,10012
710123,1025,TFAB,CR-10012,10000,10012
7550,1015,SRCW,CR-10096,0,10096
7550,1015,SRCW,CR-10096,0,10096
13827,1015,SRCW,CR-10235,0,10235
13827,1015,SRCW,CR-10235,0,10235
26950,1025,TFAB,CR-10699,0,10699
26950,1025,TFAB,CR-10699,0,10699
30212,1035,ACCE,CR-10983,0,10983
30212,1035,ACCE,CR-10983,0,10983
31679,1015,SRCW,CR-10087,0,10087
31679,1015,SRCW,CR-10087,0,10087
34348,1035,ACCE,CR-10257,0,10257
34348,1035,ACCE,CR-10257,0,10257
34846,1035,ACCE,CR-10320,0,10320
34846,1035,ACCE,CR-10320,0,10320
39308,1050,AFAB,CR-10891,0,10891
39308,1050,AFAB,CR-10891,0,10891
39972,1015,SRCW,CR-10026,0,10026
39972,1015,SRCW,CR-10026,0,10026
61761,1010,AXLE,CR-10372,0,10372
61761,1010,AXLE,CR-10372,0,10372
63096,1025,TFAB,CR-10603,0,10603
63096,1025,TFAB,CR-10603,0,10603
13829,1015,SRCW,CR-10236,0,10236
13829,1015,SRCW,CR-10236,0,10236
15806,1015,SRCW,CR-10309,0,10309
15806,1015,SRCW,CR-10309,0,10309
21077,1030,TMTG,CR-10392,0,10392
21077,1030,TMTG,CR-10392,0,10392
28391,1015,SRCW,CR-10795,0,10795
28391,1015,SRCW,CR-10795,0,10795
29141,1030,TMTG,CR-10868,0,10868
29141,1030,TMTG,CR-10868,0,10868
31680,1015,SRCW,CR-10088,0,10088
31680,1015,SRCW,CR-10088,0,10088
34349,1035,ACCE,CR-10258,0,10258
34349,1035,ACCE,CR-10258,0,10258
37123,1025,TFAB,CR-10512,0,10512
37123,1025,TFAB,CR-10512,0,10512
39637,1030,TMTG,CR-10981,0,10981
39637,1030,TMTG,CR-10981,0,10981
61762,1010,AXLE,CR-10373,0,10373
61762,1010,AXLE,CR-10373,0,10373
63097,1025,TFAB,CR-10604,0,10604
63097,1025,TFAB,CR-10604,0,10604
63431,1025,TFAB,CR-10654,0,10654
63431,1025,TFAB,CR-10654,0,10654
64146,1045,SMWN,CR-10956,0,10956
64146,1045,SMWN,CR-10956,0,10956
63472,1025,TFAB,CR-10013,10000,10013
63472,1025,TFAB,CR-10013,10000,10013
7552,1015,SRCW,CR-10097,0,10097
7552,1015,SRCW,CR-10097,0,10097
11373,1025,TFAB,CR-11373,0,11373
11373,1025,TFAB,CR-11373,0,11373
13830,1015,SRCW,CR-10237,0,10237
13830,1015,SRCW,CR-10237,0,10237
29142,1030,TMTG,CR-10869,0,10869
29142,1030,TMTG,CR-10869,0,10869
31681,1015,SRCW,CR-10089,0,10089
31681,1015,SRCW,CR-10089,0,10089
33244,1015,SRCW,CR-10211,0,10211
33244,1015,SRCW,CR-10211,0,10211
34848,1015,SRCW,CR-10321,0,10321
34848,1015,SRCW,CR-10321,0,10321
37124,1025,TFAB,CR-10513,0,10513
37124,1025,TFAB,CR-10513,0,10513
61763,1010,AXLE,CR-10374,0,10374
61763,1010,AXLE,CR-10374,0,10374
63098,1050,AFAB,CR-10605,0,10605
63098,1050,AFAB,CR-10605,0,10605
63471,1025,TFAB,CR-10014,10000,10014
63471,1025,TFAB,CR-10014,10000,10014
11391,1035,ACCE,CR-10186,0,10186
11391,1035,ACCE,CR-10186,0,10186
13831,1015,SRCW,CR-10238,0,10238
13831,1015,SRCW,CR-10238,0,10238
28393,1015,SRCW,CR-10796,0,10796
28393,1015,SRCW,CR-10796,0,10796
31682,1015,SRCW,CR-10090,0,10090
31682,1015,SRCW,CR-10090,0,10090
33245,1015,SRCW,CR-10212,0,10212
33245,1015,SRCW,CR-10212,0,10212
63099,1025,TFAB,CR-10606,0,10606
63099,1025,TFAB,CR-10606,0,10606
7562,1015,SRCW,CR-10098,0,10098
7562,1015,SRCW,CR-10098,0,10098
11392,1035,ACCE,CR-10187,0,10187
11392,1035,ACCE,CR-10187,0,10187
28396,1015,SRCW,CR-10797,0,10797
28396,1015,SRCW,CR-10797,0,10797
31683,1015,SRCW,CR-10091,0,10091
31683,1015,SRCW,CR-10091,0,10091
38048,1025,TFAB,CR-10678,0,10678
38048,1025,TFAB,CR-10678,0,10678
38875,1010,AXLE,CR-10831,0,10831
38875,1010,AXLE,CR-10831,0,10831
39315,1040,ATVW,CR-10892,0,10892
39315,1040,ATVW,CR-10892,0,10892
26185,1030,TMTG,CR-10636,0,10636
26185,1030,TMTG,CR-10636,0,10636
29146,1025,TFAB,CR-10870,0,10870
29146,1025,TFAB,CR-10870,0,10870
31684,1015,SRCW,CR-10092,0,10092
31684,1015,SRCW,CR-10092,0,10092
34852,1015,SRCW,CR-10322,0,10322
34852,1015,SRCW,CR-10322,0,10322
38049,1025,TFAB,CR-10679,0,10679
38049,1025,TFAB,CR-10679,0,10679
38876,1015,SRCW,CR-10832,0,10832
38876,1015,SRCW,CR-10832,0,10832
61014,1050,AFAB,CR-10237,0,10237
61014,1050,AFAB,CR-10237,0,10237
61385,1005,THUB,CR-10283,0,10283
61385,1005,THUB,CR-10283,0,10283
61385,1005,THUB,PC-10283,0,10283
61385,1005,THUB,PC-10283,0,10283
62944,1025,TFAB,CR-10015,10000,10015
62944,1025,TFAB,CR-10015,10000,10015
7582,1015,SRCW,CR-10099,0,10099
7582,1015,SRCW,CR-10099,0,10099
15834,1015,SRCW,CR-10310,0,10310
15834,1015,SRCW,CR-10310,0,10310
25396,1015,SRCW,CR-10559,0,10559
25396,1015,SRCW,CR-10559,0,10559
26190,1030,TMTG,CR-10637,0,10637
26190,1030,TMTG,CR-10637,0,10637
29147,1025,TFAB,CR-10871,0,10871
29147,1025,TFAB,CR-10871,0,10871
37131,1015,SRCW,CR-10514,0,10514
37131,1015,SRCW,CR-10514,0,10514
38050,1030,TMTG,CR-10680,0,10680
38050,1030,TMTG,CR-10680,0,10680
61015,1050,AFAB,CR-10238,0,10238
61015,1050,AFAB,CR-10238,0,10238
64890,1040,ATVW,CR-10793,0,10793
64890,1040,ATVW,CR-10793,0,10793
65280,1030,TMTG,CR-10866,0,10866
65280,1030,TMTG,CR-10866,0,10866
37424,1065,KIA,PC-10561,0,10561
37424,1065,KIA,PC-10561,0,10561
7584,1015,SRCW,CR-10100,0,10100
7584,1015,SRCW,CR-10100,0,10100
13839,1015,SRCW,CR-10239,0,10239
13839,1015,SRCW,CR-10239,0,10239
15835,1015,SRCW,CR-10311,0,10311
15835,1015,SRCW,CR-10311,0,10311
25397,1015,SRCW,CR-10560,0,10560
25397,1015,SRCW,CR-10560,0,10560
37132,1010,AXLE,CR-10515,0,10515
37132,1010,AXLE,CR-10515,0,10515
38051,1030,TMTG,CR-10681,0,10681
38051,1030,TMTG,CR-10681,0,10681
39318,1010,AXLE,CR-10893,0,10893
39318,1010,AXLE,CR-10893,0,10893
61016,1050,AFAB,CR-10239,0,10239
61016,1050,AFAB,CR-10239,0,10239
61768,1030,TMTG,CR-10375,0,10375
61768,1030,TMTG,CR-10375,0,10375
62795,1050,AFAB,CR-10543,0,10543
62795,1050,AFAB,CR-10543,0,10543
63870,1035,ACCE,CR-10718,0,10718
63870,1035,ACCE,CR-10718,0,10718
64892,1040,ATVW,CR-10794,0,10794
64892,1040,ATVW,CR-10794,0,10794
7594,1015,SRCW,CR-10101,0,10101
7594,1015,SRCW,CR-10101,0,10101
13840,1015,SRCW,CR-10240,0,10240
13840,1015,SRCW,CR-10240,0,10240
15836,1015,SRCW,CR-10312,0,10312
15836,1015,SRCW,CR-10312,0,10312
25401,1030,TMTG,CR-10561,0,10561
25401,1030,TMTG,CR-10561,0,10561
26196,1025,TFAB,CR-10638,0,10638
26196,1025,TFAB,CR-10638,0,10638
28401,1015,SRCW,CR-10799,0,10799
28401,1015,SRCW,CR-10799,0,10799
29642,1095,CHUB,CR-10921,0,10921
29642,1095,CHUB,CR-10921,0,10921
31689,1045,SMWN,CR-10093,0,10093
31689,1045,SMWN,CR-10093,0,10093
37133,1030,TMTG,CR-10516,0,10516
37133,1030,TMTG,CR-10516,0,10516
38894,1015,SRCW,CR-10833,0,10833
38894,1015,SRCW,CR-10833,0,10833
60559,1025,TFAB,CR-10183,0,10183
60559,1025,TFAB,CR-10183,0,10183
61019,1050,AFAB,CR-10240,0,10240
61019,1050,AFAB,CR-10240,0,10240
64893,1040,ATVW,CR-10795,0,10795
64893,1040,ATVW,CR-10795,0,10795
7596,1015,SRCW,CR-10102,0,10102
7596,1015,SRCW,CR-10102,0,10102
15837,1015,SRCW,CR-10313,0,10313
15837,1015,SRCW,CR-10313,0,10313
24293,1015,SRCW,CR-10526,0,10526
24293,1015,SRCW,CR-10526,0,10526
26197,1025,TFAB,CR-10639,0,10639
26197,1025,TFAB,CR-10639,0,10639
31690,1045,SMWN,CR-10094,0,10094
31690,1045,SMWN,CR-10094,0,10094
37134,1030,TMTG,CR-10517,0,10517
37134,1030,TMTG,CR-10517,0,10517
61020,1050,AFAB,CR-10241,0,10241
61020,1050,AFAB,CR-10241,0,10241
61770,1030,TMTG,CR-10376,0,10376
61770,1030,TMTG,CR-10376,0,10376
63445,1025,TFAB,CR-10655,0,10655
63445,1025,TFAB,CR-10655,0,10655
64894,1040,ATVW,CR-10796,0,10796
64894,1040,ATVW,CR-10796,0,10796
64672,1050,AFAB,CR-10998,0,10998
64672,1050,AFAB,CR-10998,0,10998
63433,1025,TFAB,CR-10016,10000,10016
63433,1025,TFAB,CR-10016,10000,10016
7600,1015,SRCW,CR-10103,0,10103
7600,1015,SRCW,CR-10103,0,10103
15838,1015,SRCW,CR-10314,0,10314
15838,1015,SRCW,CR-10314,0,10314
25405,1030,TMTG,CR-10562,0,10562
25405,1030,TMTG,CR-10562,0,10562
28404,1015,SRCW,CR-10800,0,10800
28404,1015,SRCW,CR-10800,0,10800
30252,1015,SRCW,CR-10984,0,10984
30252,1015,SRCW,CR-10984,0,10984
31691,1045,SMWN,CR-10095,0,10095
31691,1045,SMWN,CR-10095,0,10095
34862,1015,SRCW,CR-10323,0,10323
34862,1015,SRCW,CR-10323,0,10323
39988,1045,SMWN,CR-10027,0,10027
39988,1045,SMWN,CR-10027,0,10027
60564,1025,TFAB,CR-10184,0,10184
60564,1025,TFAB,CR-10184,0,10184
61022,1050,AFAB,CR-10242,0,10242
61022,1050,AFAB,CR-10242,0,10242
61390,1030,TMTG,CR-10284,0,10284
61390,1030,TMTG,CR-10284,0,10284
915420,5020,MKTG,CR-10043,0,10043
915420,5020,MKTG,CR-10043,0,10043
63434,1025,TFAB,CR-10017,0,10017
63434,1025,TFAB,CR-10017,0,10017
7601,1015,SRCW,CR-10104,0,10104
7601,1015,SRCW,CR-10104,0,10104
15839,1015,SRCW,CR-10315,0,10315
15839,1015,SRCW,CR-10315,0,10315
25409,1030,TMTG,CR-10563,0,10563
25409,1030,TMTG,CR-10563,0,10563
28408,1015,SRCW,CR-10801,0,10801
28408,1015,SRCW,CR-10801,0,10801
31694,1045,SMWN,CR-10096,0,10096
31694,1045,SMWN,CR-10096,0,10096
34863,1015,SRCW,CR-10324,0,10324
34863,1015,SRCW,CR-10324,0,10324
38055,1025,TFAB,CR-10682,0,10682
38055,1025,TFAB,CR-10682,0,10682
39322,1050,AFAB,CR-10894,0,10894
39322,1050,AFAB,CR-10894,0,10894
39650,1025,TFAB,CR-10982,0,10982
39650,1025,TFAB,CR-10982,0,10982
61023,1050,AFAB,CR-10243,0,10243
61023,1050,AFAB,CR-10243,0,10243
63447,1025,TFAB,CR-10656,0,10656
63447,1025,TFAB,CR-10656,0,10656
64898,1040,ATVW,CR-10797,0,10797
64898,1040,ATVW,CR-10797,0,10797
64670,1050,AFAB,CR-10999,0,10999
64670,1050,AFAB,CR-10999,0,10999
7605,1015,SRCW,CR-10105,0,10105
7605,1015,SRCW,CR-10105,0,10105
15840,1015,SRCW,CR-10316,0,10316
15840,1015,SRCW,CR-10316,0,10316
25411,1030,TMTG,CR-10564,0,10564
25411,1030,TMTG,CR-10564,0,10564
30259,1015,SRCW,CR-10985,0,10985
30259,1015,SRCW,CR-10985,0,10985
37602,1035,ACCE,CR-10588,0,10588
37602,1035,ACCE,CR-10588,0,10588
61024,1050,AFAB,CR-10244,0,10244
61024,1050,AFAB,CR-10244,0,10244
61396,1050,AFAB,CR-10285,0,10285
61396,1050,AFAB,CR-10285,0,10285
63448,1015,SRCW,CR-10657,0,10657
63448,1015,SRCW,CR-10657,0,10657
63875,1035,ACCE,CR-10719,0,10719
63875,1035,ACCE,CR-10719,0,10719
64899,1040,ATVW,CR-10799,0,10799
64899,1040,ATVW,CR-10799,0,10799
65287,1045,SMWN,CR-10867,0,10867
65287,1045,SMWN,CR-10867,0,10867
63799,1050,AFAB,CR-10957,0,10957
63799,1050,AFAB,CR-10957,0,10957
25413,1030,TMTG,CR-10565,0,10565
25413,1030,TMTG,CR-10565,0,10565
30260,1015,SRCW,CR-10986,0,10986
30260,1015,SRCW,CR-10986,0,10986
37603,1035,ACCE,CR-10589,0,10589
37603,1035,ACCE,CR-10589,0,10589
39324,1045,SMWN,CR-10895,0,10895
39324,1045,SMWN,CR-10895,0,10895
60588,1010,AXLE,CR-10185,0,10185
60588,1010,AXLE,CR-10185,0,10185
61025,1050,AFAB,CR-10245,0,10245
61025,1050,AFAB,CR-10245,0,10245
61397,1050,AFAB,CR-10286,0,10286
61397,1050,AFAB,CR-10286,0,10286
64671,1050,AFAB,CR-11000,0,11000
64671,1050,AFAB,CR-11000,0,11000
7608,1015,SRCW,CR-10106,0,10106
7608,1015,SRCW,CR-10106,0,10106
31700,1020,UTIW,CR-10097,0,10097
31700,1020,UTIW,CR-10097,0,10097
37604,1035,ACCE,CR-10590,0,10590
37604,1035,ACCE,CR-10590,0,10590
38060,1030,TMTG,CR-10683,0,10683
38060,1030,TMTG,CR-10683,0,10683
63450,1025,TFAB,CR-10658,0,10658
63450,1025,TFAB,CR-10658,0,10658
63018,1025,TFAB,CR-10018,10000,10018
63018,1025,TFAB,CR-10018,10000,10018
7609,1015,SRCW,CR-10107,0,10107
7609,1015,SRCW,CR-10107,0,10107
13848,1015,SRCW,CR-10241,0,10241
13848,1015,SRCW,CR-10241,0,10241
24335,1015,SRCW,CR-10527,0,10527
24335,1015,SRCW,CR-10527,0,10527
25430,1015,SRCW,CR-10566,0,10566
25430,1015,SRCW,CR-10566,0,10566
35431,1095,CHUB,CR-10402,0,10402
35431,1095,CHUB,CR-10402,0,10402
37605,1035,ACCE,CR-10591,0,10591
37605,1035,ACCE,CR-10591,0,10591
38061,1030,TMTG,CR-10684,0,10684
38061,1030,TMTG,CR-10684,0,10684
38905,1010,AXLE,CR-10834,0,10834
38905,1010,AXLE,CR-10834,0,10834
39326,1010,AXLE,CR-10896,0,10896
39326,1010,AXLE,CR-10896,0,10896
60592,1025,TFAB,CR-10186,0,10186
60592,1025,TFAB,CR-10186,0,10186
61399,1035,ACCE,CR-10287,0,10287
61399,1035,ACCE,CR-10287,0,10287
63017,1025,TFAB,CR-10019,10000,10019
63017,1025,TFAB,CR-10019,10000,10019
7610,1015,SRCW,CR-10108,0,10108
7610,1015,SRCW,CR-10108,0,10108
13850,1015,SRCW,CR-10242,0,10242
13850,1015,SRCW,CR-10242,0,10242
21213,1015,SRCW,CR-10393,0,10393
21213,1015,SRCW,CR-10393,0,10393
24336,1015,SRCW,CR-10528,0,10528
24336,1015,SRCW,CR-10528,0,10528
25431,1015,SRCW,CR-10567,0,10567
25431,1015,SRCW,CR-10567,0,10567
31702,1020,UTIW,CR-10098,0,10098
31702,1020,UTIW,CR-10098,0,10098
34371,1095,CHUB,CR-10259,0,10259
34371,1095,CHUB,CR-10259,0,10259
37606,1035,ACCE,CR-10592,0,10592
37606,1035,ACCE,CR-10592,0,10592
60593,1025,TFAB,CR-10187,0,10187
60593,1025,TFAB,CR-10187,0,10187
61400,1035,ACCE,CR-10288,0,10288
61400,1035,ACCE,CR-10288,0,10288
63113,1040,ATVW,CR-10607,0,10607
63113,1040,ATVW,CR-10607,0,10607
65291,1050,AFAB,CR-10868,0,10868
65291,1050,AFAB,CR-10868,0,10868
63653,1030,TMTG,CR-11001,0,11001
63653,1030,TMTG,CR-11001,0,11001
7611,1015,SRCW,CR-10109,0,10109
7611,1015,SRCW,CR-10109,0,10109
11524,1025,TFAB,CR-10188,0,10188
11524,1025,TFAB,CR-10188,0,10188
34869,1015,SRCW,CR-10325,0,10325
34869,1015,SRCW,CR-10325,0,10325
38063,1025,TFAB,CR-10685,0,10685
38063,1025,TFAB,CR-10685,0,10685
39658,1010,AXLE,CR-10983,0,10983
39658,1010,AXLE,CR-10983,0,10983
61040,1030,TMTG,CR-10247,0,10247
61040,1030,TMTG,CR-10247,0,10247
63654,1030,TMTG,CR-11008,0,11008
63654,1030,TMTG,CR-11008,0,11008
37558,1080,NISS,PC-10581,0,10581
37558,1080,NISS,PC-10581,0,10581
7612,1015,SRCW,CR-10110,0,10110
7612,1015,SRCW,CR-10110,0,10110
21221,1015,SRCW,CR-10394,0,10394
21221,1015,SRCW,CR-10394,0,10394
31704,1045,SMWN,CR-10099,0,10099
31704,1045,SMWN,CR-10099,0,10099
34373,1015,SRCW,CR-10260,0,10260
34373,1015,SRCW,CR-10260,0,10260
37609,1035,ACCE,CR-10593,0,10593
37609,1035,ACCE,CR-10593,0,10593
38065,1025,TFAB,CR-10686,0,10686
38065,1025,TFAB,CR-10686,0,10686
61811,1015,SRCW,CR-10379,0,10379
61811,1015,SRCW,CR-10379,0,10379
63885,1025,TFAB,CR-10720,0,10720
63885,1025,TFAB,CR-10720,0,10720
37559,1080,NISS,PC-10582,0,10582
37559,1080,NISS,PC-10582,0,10582
7613,1015,SRCW,CR-10111,0,10111
7613,1015,SRCW,CR-10111,0,10111
13855,1015,SRCW,CR-10243,0,10243
13855,1015,SRCW,CR-10243,0,10243
40256,5020,MKTG,CR-10028,0,10028
40256,5020,MKTG,CR-10028,0,10028
61403,1035,ACCE,CR-10289,0,10289
61403,1035,ACCE,CR-10289,0,10289
65294,1050,AFAB,CR-10869,0,10869
65294,1050,AFAB,CR-10869,0,10869
7614,1015,SRCW,CR-10112,0,10112
7614,1015,SRCW,CR-10112,0,10112
13857,1015,SRCW,CR-10244,0,10244
13857,1015,SRCW,CR-10244,0,10244
21258,1015,SRCW,CR-10395,0,10395
21258,1015,SRCW,CR-10395,0,10395
25552,1025,TFAB,CR-10568,0,10568
25552,1025,TFAB,CR-10568,0,10568
30859,1015,SRCW,CR-10035,0,10035
30859,1015,SRCW,CR-10035,0,10035
38067,1025,TFAB,CR-10687,0,10687
38067,1025,TFAB,CR-10687,0,10687
38911,1030,TMTG,CR-10835,0,10835
38911,1030,TMTG,CR-10835,0,10835
39331,1015,SRCW,CR-10897,0,10897
39331,1015,SRCW,CR-10897,0,10897
40554,5020,MKTG,CR-10029,0,10029
40554,5020,MKTG,CR-10029,0,10029
61404,1035,ACCE,CR-10290,0,10290
61404,1035,ACCE,CR-10290,0,10290
62808,1015,SRCW,CR-10544,0,10544
62808,1015,SRCW,CR-10544,0,10544
64909,1050,AFAB,CR-10800,0,10800
64909,1050,AFAB,CR-10800,0,10800
63700,1030,TMTG,CR-10958,0,10958
63700,1030,TMTG,CR-10958,0,10958
15879,1015,SRCW,CR-10317,0,10317
15879,1015,SRCW,CR-10317,0,10317
28430,1015,SRCW,CR-10802,0,10802
28430,1015,SRCW,CR-10802,0,10802
30268,1015,SRCW,CR-10987,0,10987
30268,1015,SRCW,CR-10987,0,10987
30860,1015,SRCW,CR-10036,0,10036
30860,1015,SRCW,CR-10036,0,10036
37150,1030,TMTG,CR-10518,0,10518
37150,1030,TMTG,CR-10518,0,10518
40560,5020,MKTG,CR-10030,0,10030
40560,5020,MKTG,CR-10030,0,10030
61405,1035,ACCE,CR-10291,0,10291
61405,1035,ACCE,CR-10291,0,10291
62510,1030,TMTG,CR-10489,0,10489
62510,1030,TMTG,CR-10489,0,10489
62809,1015,SRCW,CR-10545,0,10545
62809,1015,SRCW,CR-10545,0,10545
63301,1045,SMWN,CR-10020,10000,10020
63301,1045,SMWN,CR-10020,10000,10020
21264,1015,SRCW,CR-10396,0,10396
21264,1015,SRCW,CR-10396,0,10396
28431,1015,SRCW,CR-10803,0,10803
28431,1015,SRCW,CR-10803,0,10803
29165,1030,TMTG,CR-10872,0,10872
29165,1030,TMTG,CR-10872,0,10872
29714,1025,TFAB,CR-10922,0,10922
29714,1025,TFAB,CR-10922,0,10922
37616,1010,AXLE,CR-10594,0,10594
37616,1010,AXLE,CR-10594,0,10594
38914,1050,AFAB,CR-10836,0,10836
38914,1050,AFAB,CR-10836,0,10836
39333,1015,SRCW,CR-10898,0,10898
39333,1015,SRCW,CR-10898,0,10898
40562,5020,MKTG,CR-10031,0,10031
40562,5020,MKTG,CR-10031,0,10031
61056,1050,AFAB,CR-10248,0,10248
61056,1050,AFAB,CR-10248,0,10248
61406,1035,ACCE,CR-10292,0,10292
61406,1035,ACCE,CR-10292,0,10292
65297,1050,AFAB,CR-10870,0,10870
65297,1050,AFAB,CR-10870,0,10870
25580,1035,ACCE,CR-10569,0,10569
25580,1035,ACCE,CR-10569,0,10569
28432,1015,SRCW,CR-10804,0,10804
28432,1015,SRCW,CR-10804,0,10804
29166,1030,TMTG,CR-10873,0,10873
29166,1030,TMTG,CR-10873,0,10873
37617,1010,AXLE,CR-10595,0,10595
37617,1010,AXLE,CR-10595,0,10595
39334,1010,AXLE,CR-10899,0,10899
39334,1010,AXLE,CR-10899,0,10899
40569,5020,MKTG,CR-10032,0,10032
40569,5020,MKTG,CR-10032,0,10032
60603,1025,TFAB,CR-10188,0,10188
60603,1025,TFAB,CR-10188,0,10188
63123,1015,SRCW,CR-10608,0,10608
63123,1015,SRCW,CR-10608,0,10608
37647,1090,IWE,PC-10596,0,10596
37647,1090,IWE,PC-10596,0,10596
13868,1015,SRCW,CR-10245,0,10245
13868,1015,SRCW,CR-10245,0,10245
15900,1015,SRCW,CR-10318,0,10318
15900,1015,SRCW,CR-10318,0,10318
21268,1045,SMWN,CR-10397,0,10397
21268,1045,SMWN,CR-10397,0,10397
22318,1025,TFAB,CR-10482,0,10482
22318,1025,TFAB,CR-10482,0,10482
25584,1035,ACCE,CR-10570,0,10570
25584,1035,ACCE,CR-10570,0,10570
28433,1015,SRCW,CR-10805,0,10805
28433,1015,SRCW,CR-10805,0,10805
29167,1030,TMTG,CR-10874,0,10874
29167,1030,TMTG,CR-10874,0,10874
30274,1015,SRCW,CR-10988,0,10988
30274,1015,SRCW,CR-10988,0,10988
30863,1015,SRCW,CR-10037,0,10037
30863,1015,SRCW,CR-10037,0,10037
33295,1015,SRCW,CR-10213,0,10213
